q1,db_path,knowledge,gt,question,another_question,answer,another_answer,valid,empty,correct,egt,e1,e2
"Which client issued his/her card in 1994/3/3, give his/her client id.",data/dev_databases/financial/financial.sqlite,,SELECT T2.account_id FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T2.disp_id = T3.disp_id WHERE T3.issued = '1994-03-03',"Which client issued his/her card in 1994/3/3, give his/her client id.","What is the client id of the person who obtained their credit card on March 3rd, 1994?",SELECT c.client_idþFROM client cþJOIN disp d ON c.client_id = d.client_idþJOIN card cr ON d.disp_id = cr.disp_idþWHERE cr.issued = '1994-03-03',SELECT c.client_idþFROM client cþJOIN disp d ON c.client_id = d.client_idþJOIN card cr ON d.disp_id = cr.disp_idþWHERE cr.issued = '1994-03-03',1,0,0,"[(1999,)]","[(2429,)]","[(2429,)]"
What is the disposition id of the client who made 5100 USD transaction in 1998/9/2?,data/dev_databases/financial/financial.sqlite,,SELECT T1.type FROM disp AS T1 INNER JOIN trans AS T2 ON T1.account_id = T2.account_id WHERE T2.date = '1998-09-02' AND T2.amount = 5100,What is the disposition id of the client who made 5100 USD transaction in 1998/9/2?,"Can you provide the disposition id of the customer who conducted a transaction worth 5100 USD on September 2nd, 1998?",SELECT disp.disp_idþFROM dispþJOIN account ON disp.account_id = account.account_idþJOIN trans ON account.account_id = trans.account_idþWHERE trans.amount = 5100 AND trans.date = '1998-09-02',SELECT disp.disp_idþFROM dispþJOIN account ON disp.account_id = account.account_idþJOIN trans ON account.account_id = trans.account_idþWHERE trans.amount = 5100 AND trans.date = '1998-09-02',1,0,0,"[('OWNER',), ('OWNER',), ('OWNER',), ('OWNER',)]","[(1719,), (4474,), (4942,), (5393,)]","[(1719,), (4474,), (4942,), (5393,)]"
"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",data/dev_databases/financial/financial.sqlite,,SELECT T3.birth_date FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN client AS T3 ON T2.district_id = T3.district_id WHERE T1.date = '1996-01-03' AND T1.amount = 98832,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?","What is the birthdate of the individual who requested a loan of 98832 USD on January 3rd, 1996?",SELECT birth_date FROM client þWHERE client_id = (þ    SELECT client_id FROM disp þ    WHERE account_id = (þ        SELECT account_id FROM loan þ        WHERE amount = 98832 AND date = '1996-01-03'þ    )þ),SELECT c.birth_dateþFROM client cþJOIN disp d ON c.client_id = d.client_idþJOIN account a ON d.account_id = a.account_idþJOIN loan l ON a.account_id = l.account_idþWHERE l.amount = 98832 AND l.date = '1996-01-03',1,0,0,"[('1920-12-08',), ('1921-10-06',), ('1922-05-24',), ('1926-02-12',), ('1928-04-20',), ('1930-05-05',), ('1930-11-10',), ('1931-12-05',), ('1933-04-18',), ('1937-06-05',), ('1939-12-06',), ('1940-08-16',), ('1943-03-02',), ('1943-04-15',), ('1943-05-02',), ('1943-07-30',), ('1944-03-08',), ('1944-06-19',), ('1945-05-24',), ('1946-05-17',), ('1946-08-21',), ('1947-07-13',), ('1947-07-18',), ('1947-12-13',), ('1950-09-08',), ('1952-11-01',), ('1953-05-02',), ('1953-07-07',), ('1954-06-13',), ('1955-05-13',), ('1957-04-06',), ('1957-05-31',), ('1957-07-09',), ('1960-02-27',), ('1961-09-16',), ('1962-01-17',), ('1962-04-20',), ('1962-10-15',), ('1963-09-23',), ('1963-12-21',), ('1964-10-19',), ('1965-03-22',), ('1966-03-26',), ('1967-04-20',), ('1968-12-30',), ('1969-03-29',), ('1969-07-02',), ('1970-09-10',), ('1971-04-07',), ('1971-06-24',), ('1971-07-29',), ('1973-05-26',), ('1975-07-25',), ('1975-08-07',), ('1977-04-03',), ('1978-04-18',), ('1978-08-30',), ('1980-06-16',), ('1987-09-27',)]","[('1970-09-10',)]","[('1970-09-10',)]"
"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.",data/dev_databases/financial/financial.sqlite,Records about district names could be found in A2; A3 contains the information about regions. 'POPLATEK PO OBRATU' stands for issuance after transaction,"SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.frequency = 'POPLATEK PO OBRATU' AND STRFTIME('%Y', T1.date)= '1993'","For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.","What are the account IDs, district names, and district regions for accounts in 1993 that have statements issued after transactions in SQL?","SELECT account.account_id, district.A2 AS district_name, district.A3 AS district_regionþFROM accountþJOIN district ON account.district_id = district.district_idþWHERE account.date >= '1993-01-01' AND account.frequency = 'POPLATEK PO OBRATU'","SELECT account.account_id, district.A2 AS district_name, district.A3 AS district_regionþFROM accountþJOIN district ON account.district_id = district.district_idþWHERE account.date >= '1993-01-01' AND account.frequency = 'POPLATEK PO OBRATU'",1,0,0,"[(66, 'Rychnov nad Kneznou', 'east Bohemia'), (273, 'Karlovy Vary', 'west Bohemia'), (485, 'Kutna Hora', 'central Bohemia'), (539, 'Rakovnik', 'central Bohemia'), (1050, 'Hodonin', 'south Moravia'), (1286, 'Zdar nad Sazavou', 'south Moravia'), (1527, 'Tachov', 'west Bohemia'), (1539, 'Hl.m. Praha', 'Prague'), (1965, 'Hodonin', 'south Moravia'), (2137, 'Kladno', 'central Bohemia'), (2464, 'Decin', 'north Bohemia'), (2705, 'Vyskov', 'south Moravia'), (3837, 'Rychnov nad Kneznou', 'east Bohemia'), (4013, 'Opava', 'north Moravia'), (5228, 'Vsetin', 'north Moravia'), (5256, 'Olomouc', 'north Moravia'), (7123, 'Zlin', 'south Moravia'), (7774, 'Ostrava - mesto', 'north Moravia'), (8073, 'Karlovy Vary', 'west Bohemia'), (8212, 'Usti nad Orlici', 'east Bohemia'), (10227, 'Uherske Hradiste', 'south Moravia')]","[(66, 'Rychnov nad Kneznou', 'east Bohemia'), (68, 'Litomerice', 'north Bohemia'), (84, 'Chrudim', 'east Bohemia'), (125, 'Benesov', 'central Bohemia'), (132, 'Teplice', 'north Bohemia'), (273, 'Karlovy Vary', 'west Bohemia'), (277, 'Ceska Lipa', 'north Bohemia'), (314, 'Cesky Krumlov', 'south Bohemia'), (485, 'Kutna Hora', 'central Bohemia'), (539, 'Rakovnik', 'central Bohemia'), (613, 'Ostrava - mesto', 'north Moravia'), (722, 'Louny', 'north Bohemia'), (960, 'Kladno', 'central Bohemia'), (1050, 'Hodonin', 'south Moravia'), (1139, 'Chomutov', 'north Bohemia'), (1169, 'Semily', 'east Bohemia'), (1242, 'Ostrava - mesto', 'north Moravia'), (1270, 'Brno - venkov', 'south Moravia'), (1286, 'Zdar nad Sazavou', 'south Moravia'), (1319, 'Breclav', 'south Moravia'), (1344, 'Pribram', 'central Bohemia'), (1407, 'Prachatice', 'south Bohemia'), (1511, 'Trutnov', 'east Bohemia'), (1523, 'Usti nad Orlici', 'east Bohemia'), (1527, 'Tachov', 'west Bohemia'), (1539, 'Hl.m. Praha', 'Prague'), (1583, 'Jesenik', 'north Moravia'), (1693, 'Hl.m. Praha', 'Prague'), (1725, 'Olomouc', 'north Moravia'), (1897, 'Trebic', 'south Moravia'), (1965, 'Hodonin', 'south Moravia'), (2137, 'Kladno', 'central Bohemia'), (2144, 'Brno - venkov', 'south Moravia'), (2170, 'Hl.m. Praha', 'Prague'), (2211, 'Trebic', 'south Moravia'), (2224, 'Nachod', 'east Bohemia'), (2464, 'Decin', 'north Bohemia'), (2506, 'Domazlice', 'west Bohemia'), (2517, 'Brno - venkov', 'south Moravia'), (2572, 'Zlin', 'south Moravia'), (2594, 'Prachatice', 'south Bohemia'), (2628, 'Zlin', 'south Moravia'), (2705, 'Vyskov', 'south Moravia'), (2918, 'Cesky Krumlov', 'south Bohemia'), (2988, 'Zdar nad Sazavou', 'south Moravia'), (3005, 'Havlickuv Brod', 'east Bohemia'), (3103, 'Hl.m. Praha', 'Prague'), (3156, 'Hl.m. Praha', 'Prague'), (3200, 'Pelhrimov', 'south Bohemia'), (3217, 'Prerov', 'north Moravia'), (3253, 'Novy Jicin', 'north Moravia'), (3265, 'Usti nad Orlici', 'east Bohemia'), (3337, 'Jihlava', 'south Moravia'), (3418, 'Havlickuv Brod', 'east Bohemia'), (3446, 'Kutna Hora', 'central Bohemia'), (3591, 'Hl.m. Praha', 'Prague'), (3597, 'Hl.m. Praha', 'Prague'), (3638, 'Usti nad Orlici', 'east Bohemia'), (3690, 'Bruntal', 'north Moravia'), (3766, 'Rokycany', 'west Bohemia'), (3837, 'Rychnov nad Kneznou', 'east Bohemia'), (3905, 'Brno - mesto', 'south Moravia'), (4013, 'Opava', 'north Moravia'), (4014, 'Breclav', 'south Moravia'), (4293, 'Zlin', 'south Moravia'), (4493, 'Trebic', 'south Moravia'), (4631, 'Vsetin', 'north Moravia'), (5194, 'Hl.m. Praha', 'Prague'), (5228, 'Vsetin', 'north Moravia'), (5256, 'Olomouc', 'north Moravia'), (5602, 'Prachatice', 'south Bohemia'), (5650, 'Praha - vychod', 'central Bohemia'), (5724, 'Ceske Budejovice', 'south Bohemia'), (5726, 'Pelhrimov', 'south Bohemia'), (5742, 'Ostrava - mesto', 'north Moravia'), (5817, 'Vsetin', 'north Moravia'), (6400, 'Tachov', 'west Bohemia'), (7052, 'Brno - venkov', 'south Moravia'), (7123, 'Zlin', 'south Moravia'), (7181, 'Vsetin', 'north Moravia'), (7774, 'Ostrava - mesto', 'north Moravia'), (8073, 'Karlovy Vary', 'west Bohemia'), (8149, 'Zlin', 'south Moravia'), (8212, 'Usti nad Orlici', 'east Bohemia'), (8558, 'Hl.m. Praha', 'Prague'), (8628, 'Benesov', 'central Bohemia'), (8896, 'Plzen - sever', 'west Bohemia'), (9052, 'Hradec Kralove', 'east Bohemia'), (9627, 'Znojmo', 'south Moravia'), (9731, 'Brno - mesto', 'south Moravia'), (10227, 'Uherske Hradiste', 'south Moravia'), (10411, 'Most', 'north Bohemia'), (10520, 'Brno - venkov', 'south Moravia')]","[(66, 'Rychnov nad Kneznou', 'east Bohemia'), (68, 'Litomerice', 'north Bohemia'), (84, 'Chrudim', 'east Bohemia'), (125, 'Benesov', 'central Bohemia'), (132, 'Teplice', 'north Bohemia'), (273, 'Karlovy Vary', 'west Bohemia'), (277, 'Ceska Lipa', 'north Bohemia'), (314, 'Cesky Krumlov', 'south Bohemia'), (485, 'Kutna Hora', 'central Bohemia'), (539, 'Rakovnik', 'central Bohemia'), (613, 'Ostrava - mesto', 'north Moravia'), (722, 'Louny', 'north Bohemia'), (960, 'Kladno', 'central Bohemia'), (1050, 'Hodonin', 'south Moravia'), (1139, 'Chomutov', 'north Bohemia'), (1169, 'Semily', 'east Bohemia'), (1242, 'Ostrava - mesto', 'north Moravia'), (1270, 'Brno - venkov', 'south Moravia'), (1286, 'Zdar nad Sazavou', 'south Moravia'), (1319, 'Breclav', 'south Moravia'), (1344, 'Pribram', 'central Bohemia'), (1407, 'Prachatice', 'south Bohemia'), (1511, 'Trutnov', 'east Bohemia'), (1523, 'Usti nad Orlici', 'east Bohemia'), (1527, 'Tachov', 'west Bohemia'), (1539, 'Hl.m. Praha', 'Prague'), (1583, 'Jesenik', 'north Moravia'), (1693, 'Hl.m. Praha', 'Prague'), (1725, 'Olomouc', 'north Moravia'), (1897, 'Trebic', 'south Moravia'), (1965, 'Hodonin', 'south Moravia'), (2137, 'Kladno', 'central Bohemia'), (2144, 'Brno - venkov', 'south Moravia'), (2170, 'Hl.m. Praha', 'Prague'), (2211, 'Trebic', 'south Moravia'), (2224, 'Nachod', 'east Bohemia'), (2464, 'Decin', 'north Bohemia'), (2506, 'Domazlice', 'west Bohemia'), (2517, 'Brno - venkov', 'south Moravia'), (2572, 'Zlin', 'south Moravia'), (2594, 'Prachatice', 'south Bohemia'), (2628, 'Zlin', 'south Moravia'), (2705, 'Vyskov', 'south Moravia'), (2918, 'Cesky Krumlov', 'south Bohemia'), (2988, 'Zdar nad Sazavou', 'south Moravia'), (3005, 'Havlickuv Brod', 'east Bohemia'), (3103, 'Hl.m. Praha', 'Prague'), (3156, 'Hl.m. Praha', 'Prague'), (3200, 'Pelhrimov', 'south Bohemia'), (3217, 'Prerov', 'north Moravia'), (3253, 'Novy Jicin', 'north Moravia'), (3265, 'Usti nad Orlici', 'east Bohemia'), (3337, 'Jihlava', 'south Moravia'), (3418, 'Havlickuv Brod', 'east Bohemia'), (3446, 'Kutna Hora', 'central Bohemia'), (3591, 'Hl.m. Praha', 'Prague'), (3597, 'Hl.m. Praha', 'Prague'), (3638, 'Usti nad Orlici', 'east Bohemia'), (3690, 'Bruntal', 'north Moravia'), (3766, 'Rokycany', 'west Bohemia'), (3837, 'Rychnov nad Kneznou', 'east Bohemia'), (3905, 'Brno - mesto', 'south Moravia'), (4013, 'Opava', 'north Moravia'), (4014, 'Breclav', 'south Moravia'), (4293, 'Zlin', 'south Moravia'), (4493, 'Trebic', 'south Moravia'), (4631, 'Vsetin', 'north Moravia'), (5194, 'Hl.m. Praha', 'Prague'), (5228, 'Vsetin', 'north Moravia'), (5256, 'Olomouc', 'north Moravia'), (5602, 'Prachatice', 'south Bohemia'), (5650, 'Praha - vychod', 'central Bohemia'), (5724, 'Ceske Budejovice', 'south Bohemia'), (5726, 'Pelhrimov', 'south Bohemia'), (5742, 'Ostrava - mesto', 'north Moravia'), (5817, 'Vsetin', 'north Moravia'), (6400, 'Tachov', 'west Bohemia'), (7052, 'Brno - venkov', 'south Moravia'), (7123, 'Zlin', 'south Moravia'), (7181, 'Vsetin', 'north Moravia'), (7774, 'Ostrava - mesto', 'north Moravia'), (8073, 'Karlovy Vary', 'west Bohemia'), (8149, 'Zlin', 'south Moravia'), (8212, 'Usti nad Orlici', 'east Bohemia'), (8558, 'Hl.m. Praha', 'Prague'), (8628, 'Benesov', 'central Bohemia'), (8896, 'Plzen - sever', 'west Bohemia'), (9052, 'Hradec Kralove', 'east Bohemia'), (9627, 'Znojmo', 'south Moravia'), (9731, 'Brno - mesto', 'south Moravia'), (10227, 'Uherske Hradiste', 'south Moravia'), (10411, 'Most', 'north Bohemia'), (10520, 'Brno - venkov', 'south Moravia')]"
Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996?,data/dev_databases/financial/financial.sqlite,Non-credit card withdraws refers to type = 'VYDAJ'; January 1996 can be found by date LIKE '1996-01%' in the database; A2 means district names,SELECT T1.district_id FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'VYDAJ' AND T2.date LIKE '1996-01%' ORDER BY A2 ASC LIMIT 10,Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996?,What were the highest ten amounts withdrawn (excluding credit card transactions) categorized by district names during the month of January in the year 1996?,"SELECT d.A2 AS district_name, SUM(t.amount) AS total_withdrawalsþFROM trans tþJOIN account a ON t.account_id = a.account_idþJOIN district d ON a.district_id = d.district_idþWHERE t.type = 'VYDAJ' AND t.date LIKE '1996-01%'þGROUP BY d.A2þORDER BY total_withdrawals DESCþLIMIT 10","SELECT district.A2, SUM(trans.amount) AS total_withdrawnþFROM transþJOIN account ON trans.account_id = account.account_idþJOIN district ON account.district_id = district.district_idþWHERE trans.type = 'VYDAJ' AND trans.date LIKE '1996-01%'þGROUP BY district.A2þORDER BY total_withdrawn DESCþLIMIT 10",1,0,0,"[(54,), (54,), (54,), (54,), (54,), (54,), (54,), (54,), (54,), (54,)]","[('Hl.m. Praha', 6757078), ('Karvina', 1777590), ('Ostrava - mesto', 1712383), ('Zlin', 1622293), ('Olomouc', 1502053), ('Frydek - Mistek', 1108622), ('Brno - mesto', 998380), ('Usti nad Orlici', 868280), ('Rychnov nad Kneznou', 786415), ('Prerov', 771206)]","[('Hl.m. Praha', 6757078), ('Karvina', 1777590), ('Ostrava - mesto', 1712383), ('Zlin', 1622293), ('Olomouc', 1502053), ('Frydek - Mistek', 1108622), ('Brno - mesto', 998380), ('Usti nad Orlici', 868280), ('Rychnov nad Kneznou', 786415), ('Prerov', 771206)]"
How many of the account holders in South Bohemia still do not own credit cards?,data/dev_databases/financial/financial.sqlite,A3 contains the region names; South Bohemia is one of region names.,SELECT COUNT(T3.account_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.client_id = T3.client_id WHERE T1.A3 = 'south Bohemia' AND T3.type != 'OWNER',How many of the account holders in South Bohemia still do not own credit cards?,What is the count of account holders in the South Bohemia region who have not yet applied for a credit card?,SELECT COUNT(DISTINCT account_id) þFROM account þWHERE district_id IN (SELECT district_id FROM district WHERE A3 = 'South Bohemia') þAND account_id NOT IN (SELECT account_id FROM disp),SELECT COUNT(DISTINCT c.client_id)þFROM client cþJOIN disp d ON c.client_id = d.client_idþJOIN account a ON d.account_id = a.account_idþJOIN district dis ON c.district_id = dis.district_idþWHERE dis.A3 = 'South Bohemia' AND d.type != 'OWNER'þAND d.disp_id NOT IN (SELECT disp_id FROM card),1,0,0,"[(74,)]","[(0,)]","[(0,)]"
What is the average loan amount by male borrowers?,data/dev_databases/financial/financial.sqlite,Male refers to gender = 'M',SELECT AVG(T3.amount) FROM client AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T2.account_id = T3.account_id WHERE T1.gender = 'M',What is the average loan amount by male borrowers?,What is the mean amount of money borrowed by male individuals through loans?,SELECT AVG(amount) þFROM loan þWHERE account_id IN þ    (SELECT account_id þ     FROM disp þ     WHERE client_id IN þ         (SELECT client_id þ          FROM client þ          WHERE gender = 'M')),SELECT AVG(amount) þFROM loan þWHERE account_id IN þ    (SELECT account_id þ     FROM disp þ     WHERE client_id IN þ         (SELECT client_id þ          FROM client þ          WHERE gender = 'M')),1,0,0,"[(153372.27532642506,)]","[(149609.18048780487,)]","[(149609.18048780487,)]"
"In 1996, which districts have the highest unemployment rate? List their branch location and district name.",data/dev_databases/financial/financial.sqlite,A2 refers to district names; A13 refers to unemploymant rate in 1996,"SELECT district_id, A2 FROM district ORDER BY A13 DESC LIMIT 1","In 1996, which districts have the highest unemployment rate? List their branch location and district name.",What are the names and locations of the districts with the highest unemployment rates during the year 1996 according to available data in a SQL database?,"SELECT d.A2 AS district_name, d.A5 AS branch_location, d.A13 AS unemployment_rateþFROM district dþWHERE d.A13 = (SELECT MAX(A13) FROM district)","SELECT A2, A5, A13 þFROM district þWHERE A13 = (SELECT MAX(A13) FROM district WHERE A13 IS NOT NULL) AND A13 IS NOT NULL",1,0,0,"[(39, 'Most')]","[('Most', '17', 9.4)]","[('Most', '17', 9.4)]"
"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?",data/dev_databases/financial/financial.sqlite,Frequency = 'POPLATEK MESICNE' stands for monthly issurance,SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.date BETWEEN '1995-01-01' AND '1997-12-31' AND T1.frequency = 'POPLATEK MESICNE' AND T2.amount > 250000,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved?","How many loans, with a minimum amount of 250,000 and a monthly statement issuance preference, were approved during the period spanning from January 1st, 1995 to December 31st, 1997?",SELECT COUNT(*) þFROM loan þJOIN account ON loan.account_id = account.account_id þWHERE loan.amount >= 250000 þAND account.frequency = 'POPLATEK MESICNE' þAND loan.status = 'A' þAND loan.date BETWEEN '1995-01-01' AND '1997-12-31',SELECT COUNT(*) FROM loan þJOIN account ON loan.account_id = account.account_id þWHERE loan.amount >= 250000 AND account.frequency = 'POPLATEK MESICNE' AND loan.date BETWEEN '1995-01-01' AND '1997-12-31' AND loan.status = 'A',1,0,0,"[(65,)]","[(3,)]","[(3,)]"
How many accounts in North Bohemia has made a transaction with the partner's bank being AB?,data/dev_databases/financial/financial.sqlite,A3 contains the region names; North Bohemia is a region.,SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.bank = 'AB' AND T1.A3 = 'north Bohemia',How many accounts in North Bohemia has made a transaction with the partner's bank being AB?,What is the total number of transactions made by North Bohemia accounts with AB as the partner's bank?,SELECT COUNT(DISTINCT account_id) þFROM trans þWHERE bank = 'AB' þAND account_id IN (þ    SELECT account_id þ    FROM account þ    WHERE district_id IN (þ        SELECT district_id þ        FROM district þ        WHERE A3 = 'North Bohemia'þ    )þ),SELECT COUNT(*) þFROM trans þWHERE bank = 'AB' þAND account_id IN (þ    SELECT account_id þ    FROM account þ    WHERE district_id IN (þ        SELECT district_id þ        FROM district þ        WHERE A3 = 'North Bohemia'þ    )þ),1,0,0,"[(2260,)]","[(0,)]","[(0,)]"
How many percent of 'Gold' cards were issued prior to 1998?,data/dev_databases/financial/financial.sqlite,Percent of Gold = [ count(type = 'gold' and issued date < 1998) / count(all cards)] * 100%,"SELECT CAST(SUM(type = 'gold') AS REAL) * 100 / COUNT(card_id) FROM card WHERE STRFTIME('%Y', issued) < '1998'",How many percent of 'Gold' cards were issued prior to 1998?,What is the percentage of 'Gold' card issuances that occurred before the year 1998 in SQL?,SELECT (COUNT(CASE WHEN type = 'gold' AND issued < '1998-01-01' THEN 1 END) * 100.0 / COUNT(*)) AS percent_gold_prior_to_1998þFROM card,SELECT (COUNT(CASE WHEN type = 'gold' AND issued < '1998-01-01' THEN 1 END) * 100.0 / COUNT(*)) AS percentageþFROM card,1,0,0,"[(7.900677200902934,)]","[(3.9237668161434978,)]","[(3.9237668161434978,)]"
What is the region of the client with the id 3541 from?,data/dev_databases/financial/financial.sqlite,A3 refers to region,"SELECT T2.district_id, T1.A3 FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T2.client_id = 3541",What is the region of the client with the id 3541 from?,In which geographical area is the location of the customer with the identifier 3541 situated?,SELECT A3 FROM districtþJOIN client ON district.district_id = client.district_idþWHERE client.client_id = 3541,SELECT A3 FROM districtþJOIN client ON district.district_id = client.district_idþWHERE client.client_id = 3541,1,0,0,"[(51, 'east Bohemia')]","[('east Bohemia',)]","[('east Bohemia',)]"
What was the growth rate of the total amount of loans across all accounts for a male client between 1996 and 1997?,data/dev_databases/financial/financial.sqlite,Growth rate = (sum of amount_1997 - sum of amount_1996) / (sum of amount_1996) * 100%; Male refers to gender = 'M',"SELECT CAST((SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1997' THEN T1.amount ELSE 0 END) - SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1996' THEN T1.amount ELSE 0 END)) AS REAL) * 100 / SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1996' THEN T1.amount ELSE 0 END) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T3.account_id = T2.account_id INNER JOIN client AS T4 ON T4.client_id = T3.client_id WHERE T4.gender = 'M' AND T3.type = 'OWNER'",What was the growth rate of the total amount of loans across all accounts for a male client between 1996 and 1997?,What percentage increase in loan amounts did a male customer experience between 1996 and 1997 across all their accounts?,"SELECT ((SUM(l.amount) FILTER (WHERE strftime('%Y', l.date) = '1997' AND c.gender = 'M') - SUM(l.amount) FILTER (WHERE strftime('%Y', l.date) = '1996' AND c.gender = 'M')) / SUM(l.amount) FILTER (WHERE strftime('%Y', l.date) = '1996' AND c.gender = 'M')) * 100 AS growth_rateþFROM loan lþJOIN account a ON l.account_id = a.account_idþJOIN client c ON a.district_id = c.district_idþWHERE c.gender = 'M'","SELECT ((SUM(l.amount) FILTER (WHERE strftime('%Y', l.date) = '1997' AND c.gender = 'M') - SUM(l.amount) FILTER (WHERE strftime('%Y', l.date) = '1996' AND c.gender = 'M')) / SUM(l.amount) FILTER (WHERE strftime('%Y', l.date) = '1996' AND c.gender = 'M')) * 100 AS growth_rateþFROM loan lþJOIN account a ON l.account_id = a.account_idþJOIN client c ON a.district_id = c.district_idþWHERE c.gender = 'M'",1,0,0,"[(25.300191222790616,)]","[(0,)]","[(0,)]"
What year was account owner number 130 born?,data/dev_databases/financial/financial.sqlite,,"SELECT STRFTIME('%Y', T1.birth_date) FROM client AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE T2.account_id = 130",What year was account owner number 130 born?,In which year was the individual with account number 130 brought into this world?,SELECT birth_date FROM client WHERE client_id = (SELECT client_id FROM disp WHERE account_id = (SELECT account_id FROM account WHERE account_id = 130)),SELECT birth_date FROM client þWHERE client_id IN þ    (SELECT client_id FROM disp þ     WHERE account_id = 130),1,0,0,"[('1974',), ('1966',), ('1972',), ('1930',), ('1976',), ('1958',), ('1967',), ('1963',), ('1942',), ('1965',), ('1979',), ('1941',), ('1949',), ('1939',), ('1961',), ('1976',), ('1975',), ('1962',), ('1968',), ('1960',), ('1966',), ('1922',), ('1957',), ('1968',), ('1981',), ('1959',), ('1951',), ('1938',), ('1938',), ('1950',), ('1980',), ('1965',), ('1923',), ('1922',), ('1942',), ('1945',), ('1956',), ('1970',), ('1975',), ('1963',), ('1971',), ('1966',), ('1979',), ('1956',), ('1958',), ('1934',), ('1938',), ('1944',), ('1959',), ('1927',), ('1954',), ('1975',), ('1940',), ('1968',), ('1964',), ('1952',), ('1926',), ('1954',), ('1926',), ('1946',), ('1932',), ('1966',), ('1964',), ('1950',), ('1957',), ('1920',), ('1969',), ('1975',), ('1957',), ('1977',), ('1946',), ('1955',), ('1939',), ('1963',), ('1939',), ('1957',), ('1982',), ('1931',), ('1924',), ('1932',), ('1961',), ('1955',), ('1976',), ('1968',), ('1959',), ('1952',), ('1954',), ('1956',), ('1965',), ('1973',), ('1949',), ('1945',), ('1958',), ('1965',), ('1952',), ('1953',), ('1973',), ('1969',), ('1928',), ('1953',), ('1930',), ('1936',), ('1957',), ('1967',), ('1972',), ('1928',), ('1924',), ('1920',), ('1970',), ('1931',), ('1924',), ('1925',), ('1926',), ('1959',), ('1950',), ('1952',), ('1957',), ('1952',), ('1921',), ('1920',), ('1940',), ('1946',), ('1965',), ('1978',), ('1979',), ('1972',), ('1938',), ('1962',), ('1940',), ('1960',), ('1982',), ('1982',), ('1953',), ('1942',), ('1953',), ('1973',), ('1980',), ('1956',), ('1946',), ('1941',), ('1963',), ('1955',), ('1966',), ('1935',), ('1967',), ('1967',), ('1958',), ('1980',), ('1977',), ('1939',), ('1944',), ('1971',), ('1977',), ('1958',), ('1952',)]","[('1930-07-22',)]","[('1930-07-22',)]"
"How much, in total, did client number 617 pay for all of the transactions in 1998?",data/dev_databases/financial/financial.sqlite,,"SELECT SUM(T3.amount) FROM client AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE STRFTIME('%Y', T3.date)= '1998' AND T1.client_id = 617","How much, in total, did client number 617 pay for all of the transactions in 1998?","What was the total amount paid by customer 617 for all transactions made in the year 1998, expressed in monetary value?","SELECT SUM(amount) þFROM trans þWHERE account_id IN þ    (SELECT account_id þ     FROM disp þ     WHERE client_id = 617) þAND strftime('%Y', date) = '1998'","SELECT SUM(amount) þFROM trans þWHERE account_id IN þ    (SELECT account_id þ     FROM disp þ     WHERE client_id = 617) þAND strftime('%Y', date) = '1998'",1,0,0,"[(63050621,)]","[(303276,)]","[(303276,)]"
